,Tweets_temiz,sentiment
505, Hocam mesele aşı ise İnfluenza gribi aşısını sadece riskli guruplara yaparlar Gençler gribi geçirmelerine rağmen onlara grip aşısı yapılmaz. COVİD 19 aşısı da sadece sizin gibi riskli guruplara yapılsın Grip gibi riskli guruplar aşılandıktan sonra gençlere niye yapılır?,0
506,veterinerhekim veterinerhekimlertakipleşiyor COVID19 Covid19Asısı VETERİNER HEKİMLER COVİD 19 AŞISINDA ÖNCELİKLİ GRUP İÇERİSİNDE YER ALMALIDIR Performans Veteriner Hekim Online Dergi ,2
507,Şu ana kadar Türkiye genelinde 619.723 kişi aşılandı. CoronaVac Aşı corona COVID19.,2
508,"81 milyon için 3 milyon aşı getir ilk aşıyı liderlerin, siyasetçilerin,yandaş gazetecilerin yaptırmasını kısacası aşı fırsatçılığını vatandaşa örnek olmak diye açıkla..",1
509,Dün covid19 aşısının ilk dozunu yaptırdım. Şuana kadar diğer aşılarda olan hafif aşı yeri hassasiyeti dışında herhangi bir sorun yok.. ,1
510,"Sadece aşı ile ilgili değil, ortodoks tıp anlayışı ile ilgili şüphelerim, tereddütlerim var. Fakat hasta olup doktora gidince evde veya hastanede kullanılmak için verilen onca ilacı sorgulamadan kullanıyorsak, aşı meselesini niye bu kadar kafaya takıyoruz onu anlamıyorum.",0
511," Dünya Sağlık Örgütü pandemi ilan edene kadar, Türkiye'deki vakaları gizlediler. ",0
512,"Kılıçdaroğlu, Biobtech phizer aşısı olmazsa yapmam diyormuş. . Covid19",2
513,Dünya Sağlık Örgütü uluslararası seyahatlerde aşı pasaportu şartı getirilmemesini tavsiyesinde bulundu. medicaljournealism Pasaport aşı Covid 19 DSÖ ,1
514,"Kuzey Kore propagandası yapıyor haber kanallar.. Halk mutlu, COVID 19 yok, caydırıcı orduları ve en güçlü füzeleri varmış kim jong deri ceketi ve kürklü şapkası ve halk onu destekliyormuş Sonra Trump ve Kim Jong un dostluğuma atıf yapılıyor Siktatör güzellemesi..",1
515,"Küresel bir anket, İngilizler ve Danimarkalıların COVID 19 aşısını kendilerine sunulduğunda almaya en istekli olduklarını, Fransızlar ve Polonyalıların tereddütlü olma ihtimalinin daha yüksek olduğunu ortaya koydu. ",1
516, sen bana bakma ben şekerim düştükçe takılıp kaççam arada malum sınav var çok aktif olamıyoruz rahatsızettiysemözürdilerim EvdeKal a kala bu hale geldim ben ,0
517," AKP'li Olana, AKP'yi Destekleyene İş, Aş, Ballı İhale, 3 Maaşın Verildiği Bir Ortamda Aşı Konusunda Öncelik Verilmemesi Zaten Olmazdı. Yarın Yandaşlarına, Tabanlarına Kendi Bld. Başkanları, Muhtarları Aracılığıyla Makarna, Kömür Gibi Koli Koli Aşı Gönderirlerse Şaşırmam! Aşı",1
518,Küresel COVID 19 ölü sayısı 2 milyonu aştı! ,0
519,Iğdır'da Korona Düğünü Sosyal medyadan paylaştılar: Iğdır'da Jandarma maskesiz düğüne baskın yaptı. Iğdır düğün koronavirüs baskın jandarma showtv haber sosyalmesafe ,1
520,"Mart ayından beri Allahın hergünü yalan sonuç veren pcr testlerine rağmen Korona iftihar tablosu yayınlayan Sağlık Bakanlığı Aşı'yla alakalı olarakta tablo yayınlasın Hastalanan, fenalaşan, aşıdan ölen Vs sayısı diye.. bingursonmeztutuklansin asıolanlar Cumartesi ",0
521,SON DURUM DÜNYA COVID 19 AŞI RAPORU 15 Ocak 2021 itibarıyla dünyada koronavirüs aşısı olanların toplam ülke nüfuslarına oranları Kaynak: Our World in Data ,2
522,"Dünya Hijyen Günü Kutlu Olsun. Covit19 değil, hijyen elden ele dolaşsın! DünyaHijyenGünü Hijyen UluğbeydeHijyen Temizlik Maske SosyalMesafe HijyenGünü UBO UluğbeyOkulları Atakent Şerifali Ümraniye ",1
523,"covid19 Ütopik bir dünyaya hazırlanıyoruz. Aşı olanlar, aşı olmayanlar. Avmler, Okullar, uçak, otobüs, evlilikler aşı olanlar ve aşı olmayanlar içinde bölünecek ve filmlerde gördüğümüz iki gruba ayrılmış dünyayı kucağımızda bulacağız.",2
524,Şu ana kadar Türkiye genelinde 619.686 kişi aşılandı. CoronaVac Aşı corona COVID19.,2
525,Burada COVID 19 aşısı oldum diye yazacağım günü dört gözle bekliyorum.,2
526,"Eskiden sosyalistim ama inançlıyım, muhafazakarım ama çağdaşım gibi iddiaları vardı bazı insanların. Bugünlerde aşı olmaya karşıyım ama aynı zamanda hükumeti destekliyorum sözleri beni o günlere götürdü..",1
527, EĞİTİM Haberleri için lütfen takip edin? ÖĞRETMENLER NE ZAMAN AŞI OLACAK? Koronavirüsle mücadelede aşı dönemi başladı. 'nın açıkladığı aşılama sürecine göre öğretmenler bu sürecin 2.aşamasında yer alıyor. Covid ,0
528,"Covid 19 aşısı Camiilerde YAPILSIN! İngiltere'den alınan hızlandırılmış video, yüzlerce kişinin COVID 19 aşısını Lichfield Katedrali'nde yaptırmak için sıraya girdiğini gösteriyor. ",2
529,ÜNİVERSİTEMİZİİSTEMİYORUZ ALEM YAPACAZ DİYE COVİD 19 KAPMAK İSTEMİYORUM BİR DE EVDE MUTLUYUM TEŞKÜR,1
530,Evde modu Mia gibi olanlar burada mı? EvdeKal 2020 böyle geçti 2021 daha güzel geçsin geceye bir Mia boncuk videosu olsun ,1
531,Beynim yandi okurken sokağacıkmayasağı karantinaguenluekleri Karantina ,2
532," Değerli sağlık çalışanımız , COVID 19 Aşınız için adınıza tanımlama yapılmıştır. Randevu alarak aşınızı yaptırabilirsiniz. şeklinde mesaj gelmediği için aşı olamayan sağlık personelleri var mı aramızda?",1
533,Sivas ta Aşı Başladı sivas gündem aşı covid19 salgın pandemi sağlık ,2
534,Hangi ülke nüfusunun ne kadarını aşıladı? İsrail: %25.3 BAE: %16.8% Bahreyn: %6.4 Birleşik Krallık: %5.4 ABD: %3.7 İtalya: %1.6 İspanya: %1.6 Kanada: %1.2 Almanya: %1 Polonya: %1 Türkiye: %0.7 Rusya: %0.6 Fransa: %0.6 Çin: %0.6 Covid19 ,1
535,covid19 aşı sırasına bile kaynak yapanlar var ,2
536,Şu ana kadar Türkiye genelinde 619.663 kişi aşılandı. CoronaVac Aşı corona COVID19.,2
537,Bugün aşı yapılan kol görmekten fenalık geldi.. Allah tan aşı koldan yapılıyor. Allah muhafaza.. asıolanlar ası asıoldum ası,1
538,Kendimi in ilk twittini bulmak için harcadığım 48 dakikanın sonunda çok yaklaşmışken yanlışlıkla sayfadan çıkmışım gibi hissediyorum bilmemanlatabildimmi? EvdeKal hepsiboşluktan,2
539,Covid19 virusu yabanci ayirmiyor. yabanciasistandoktor bu zort şartlarda geçiminimi yoksa hastalıkmı düşünsün sağlıkbakanı fahrettinkoca salgin ayirim yapmadigi gibi ödemede ayrim yapilmamasi gerek ki yabancidoktorlarmağdur olmasin yabancidoktorlaraadalet tecelli etsin,0
540,Biz de görevimizi yaptık.. aşı pazar vaccinationCovid VaccinesWork saglikcilartakiplesiyor ,2
541,"Türk araştırmacının yer aldığı COVID 19 makaleleri, Science ta yayınlandı! covid19 koronavirus ",2
542,Aşıla na mayacak engel yok.. Aşı,1
543,Kim demiş bu saatte temizlik yapılmaz diye.. Temizlik vileda EvdeKal ,0
544, Diyaliz ünitelerinde sertifikasız personel çalıştırmak yasaktır. Bu sizin çıkarmış olduğunuz yönetmelikte açıkça yazmaktadır. Buna son verilmeli ve diyaliz teknikerlerine istihdam sağlanmalı. Pandemi ,0
545,Reform Haber'in 6. E Gazete sayısı sizlerle! Keyifli okumalar.. DAHA FAZLA HABERE ULAŞMAK İÇİN PROFİLDEKİ LİNKE TIKLAYINIZ. Gaziantep ReformHaber aşı ,1
546,"kırmızıoda toplum olarak psikiyatriye ihtiyacımız var. covid19 1 yıldır kaygı bozukluğu ve depresyon arttı,takma kafana takma boşver diyenlerin de psikiyatriye ihtiyacı var.bugun takma kafana kuzen demedim.",0
547,Dünyanın en doğru işi olsada.. Ak parti yaptığı için biz buna muhalefet ederiz Diyen Aşı ve plandemi konusunda bırak muhalefet etmeyi Kısıtlamarı yetersiz görüp Aşı nın önce yandaşlara vurulduğundan dem vuruyor. İnsan gerçekten hayret ediyor.,1
548,CUMHURİYET KENTİMİZDE ÜNİVERSİTEMİZ BÖYLE OLAYLARLA GÜNDEME GELMEMELİ. 28 şubat zihniyeti hala üniversitede mukaddesatımadokunma KORKMUYORUZ Marmara Üniversitesi kadar tepki gündeme gelmiyor! SonSözüm KirmiziOda UEniversitemiziistiyoruz Olmaması aşı oezelharekat ,1
549,"BREZİLYA 15.1.2021 Covid19 T.Vaka : 8.390.341 1 25 Aktif:842.505 DO 8,9 T.Ölüm : 208.133 1 1.025 DO 10,3 T.Test : 28.600.00 1 7 Günlük Vaka: 64.226 Yüzde Artış 0,8 Günlük Ölüm: 973 Vaka Ölüm Yüzde: 2,48 Azalış 0,01 themachinecorona",0
550," Cahillik üniversite bitirmekle geçmez.Doktorda bilim adamıda insan öldürür ve yalan söyler.Aşıyı savunanlar bu işi ileri götürürlerse işler farklı bir hal alır.Gribin bir türü olan COVİD 19 elbette her grip mikrobu gibi bulaşıcıdır,ama öldürüyor demek başka bir şey.",0
551,Ve yine SonSözüm şudur ki! Biz bu zalimlerin karşısında dik durmak ve galip olmak için çıktık! bingursonmeztutuklansin aşı ya hayır HESKodu esarettir!,1
552,ABD koronavirüs aşılamasında 2. doz sıkıntısı. Bazı eyaletlerde sağlanacağı belirtilen 2. doz koronavirüs aşı dozlarının yeterli olmadığı haberleri geliyor. ABD nin daha fazla korona aşısına ihtiyacı var.,0
553,Bu ülkeye aşıdan önce hazımsızlık ilacı dağıtmak lazımdı. aşı,2
554,"2021 senden tek beklentim, Kilolarımı al Canımı bırak Lümpenbiri tt BizDeVatanEvladıyız Covid19Asısı karantina korona",2
555,Aşıyla ilgili tüm sorularınıza cevaben Aşı ,2
556, Norveç'te BioNTech Pfizer aşısı olan 23 kişinin ölümünün ardından 80 yaş üzeri hastalığı ilerlemiş olanlar aşı risklerine karşı uyarıldı. Fotoğraf: The Hill ABD ,0
557,Şu ana kadar Türkiye genelinde 619.622 kişi aşılandı. CoronaVac Aşı corona COVID19.,2
558," Karamollaoglu Aşı hakkında konuşulmayan çok şeyvar. Şimdi anlıyorum, genel merkezimiz neden sessizdi bu zamana kadar. salginmalginyok korkupandemisi korkuvirusu korkuvirüsü HesKoduIptalEdilsin kisitlamalarbitirilsin plandemi pandemi ",2
559,"ABD'deki aşı dağıtımı beklenen hıza erişemediği için, 6 Şubat'a kadar ABD'deki toplam COVID 19 ölümlerinin 440.00 477.00 arasına ulaşması bekleniyor. Şu anda ABD'de ölü sayısı 389.581 kişi. 2021'in ilk birkaç haftası, COVID 19 pandemisinin en ağır geçtiği haftalar oldu.",0
560,Foto cektirmeden aşı olanı zopalarim. aşı covid covidasısı,0
561,İngiltere'ye gelecek tüm yolculara 10 günlük karantina Covid19 ,2
562,Yunanistan ülkeye girişlerde aşı zorunluluğu aranmayacak ,0
563," nazar boncuğu olsun bu, o kadar COVID 19 prosedürleri var Mesut'un dünya çapında bi oyuncu olması var elbette farklı değişkenler devreye girecektir",0
564,"Ücretsiz ve daha iyi maskeler olmazsa, Bu iş zor Yonca diyor uzmanlar covid19 pandemi aşı maske tmm temizlikmaskemesafe Hong Kong'ta bu 6 katmanlı geliştirilmiş maskeyi, nüfus cüzdanını gösterip alabiliyormuş halk.. maskemesafe yıllar boyu da sürebilir ",0
565,Sağlık Bakanlığı koronavirüs aşısının yan etkileri hakkında merak edilenleri tek tek yanıtladı! İşte yapılması gerekenler.. ,1
566,"Doğ , bir iki gençlik heyecanı , üre ve seninle işimiz bitti yaşlı bir köpek gibi seni öldürsünler , yalan dünya çinaşısı sinovac biontech aşıolmayacağım aşı bingursonmeztutuklansin",2
567,Bld.Meclis Üyemiz ın katılımlarıyla Pandemi tedbirleri kapsamında telekonferans yöntemiyle İlçe Kadın Kolları haftalık olağan yürütme ve yönetim kurulu toplantımızı icra ettik. Hayırlara vesile olsun. ,1
568,Başımıza bir bu gelmemişti sağolsun bunuda yaşadık eyvallah covid19,1
569,"MHP Genel Başkanı Bahçeli, bu sabah parti genel merkezindeki makamında Çin'den gelen CoronaVac aşısının ilk dozunu yaptırdı. CoronaVac aşı KirmiziOda sonyaz ArkaSokaklar SonSözüm AKdedinizKARAcıktı Akıncı yektasaracuniversiteleriac SözdeCHPözdeHDP özelharekat ",1
570,"COVID 19 aşılarının hepsi hastalığın kendisini geçirmekten binlerce, yüzbinlerce, hatta belki milyonlarca kat daha güvenli. Ülkemize ulaşan ve ulaşması planlanan aşılar hakkında bildiklerimiz ve bilmediklerimiz var.",1
571,İzmir Büyükşehir Meclisine Kültürpark ve COVID 19 sunumu ,2
572,"Biden, Kongre işgalinde korundukları odada maske takmayı reddeden Cumhuriyetçi milletvekillerini de eleştirdi. Biri kanser hastası 4 milletvekilinin kovid19 koronavirüs pozitif olduğunu belirten Biden maske takmanın, el yıkamanın önemini vurguladı.",2
573,COVID 19 a karşı personelim ve çalışma arkadaşlarımla birlikte Coronavac Sinovac aşımı oldum. Bu pandeminin üstesinden tüm önlemleri birlikte kullanarak geleceğiz COVID19 COVIDVaccination ,2
574, Türkiye'de Kovid 19 ile ilgili güncel gelişmeler korona ,2
575,VAKA 15Ocak 23:59 Covid19 Aşı ABD 150.022 B.Krallık 55.761 İspanya 40.197 Rusya 24.715 Almanya 22.368 Fransa 21.271 Meksika 16.468 İtalya 16.146 ÖLÜM ABD 2.311 B.Krallık 1.280 Meksika 99 G.Afrika 615 Rusya 55 Almanya 511 İtalya 477 Fransa 399,0
576,"Biden,5 maddelik kovid19 aşı planını açıkladı. Biden,Trump yönetiminin koronavirüs aşılarının yarısının 2.doz için bekletilmesini uygun görmediklerini,acil durum için bir miktar dozun bekletileceğini söyledi.Mobil aşı.ekipleriyle aşı.hızlandırılacak. Kongreden kaynak bekliyor.",0
577,"Sağlık Bakanı ya da Bilim Kurulu üyelerinden biri aşıyı dayatmaz, ikna yoluna gidicez derken, BingürSönmez ne hakla aşı dayatır? Üstelik köpek gibi aşı olacaksınız iması nedir? ",1
578,ÖĞRETMENLER NE ZAMAN AŞI OLACAK? Koronavirüsle mücadelede aşı dönemi başladı. 'nın açıkladığı aşılama sürecine göre öğretmenler bu sürecin 2.aşamasında yer alıyor. Yani öğretmenlere aşı sırasının Çin'den gelecek olan 2.partiyle olacağı muhtemel görünüyor. Covid ,2
579,Almanya da COVID 19 aşısı yaptırmak isteyenlerin oranı % 67 ye yükseldi!,1
580,Şu ana kadar Türkiye genelinde 619.574 kişi aşılandı. CoronaVac Aşı corona COVID19.,2
581,"Seçilmiş ABD Başkanı Biden, kovid19 mücadele planını açıklıyor.Hedef 100 günde 100 milyon kişinin koronavirüs aşısı olması. Eyaletlerle işbirliği yapılacak.Binlerce aşılama merkezi oluşturulacak federal destekle. Stadyumlarda,spor salonlarında. Eczaneler devreye sokulacak",1
582,WHO tarafından COVID 19 un insandan insana bulaştığına dair Kanıt bulunmadığını belirten şu tweet atılalı tam bir yıl oldu! Şimdi de Faz çalışmalarında görülmeyen ölümler Aşılar sonrası görülmeye başlandı! ,0
583,R sulüne ve sizden olan Ulu'l emre itaat edin! Allah'ın izniyle.. asımınnesli RecepTayyipErdogan aşı AtamFatihLiderimErdoğan ,1
584,Çinden gelen COVİD 19 aşısını yaptırdıktan sonra vücudunuzda kalıcı hasar oluşması durumda kimi sorumlu tutardınız ?,0
585,AVRUPA ÖLÜM 15Ocak Covid19 1 B.Krallık 1.280 2 Rusya 55 3 Almanya 511 4 İtalya 477 5 Fransa 399 6 Polonya 386 7 İspanya 235 8 Türkiye 169 9 Ukrayna 166 10 Portekiz 159 11 Macaristan 11 12 Slovakya 102 13 Hollanda 94 14 Çekya 93 15 Avusturya 66 16 Romanya 63,0
586,"Cumhurbaşkanı Erdoğan, dün olduğu koronavirüs aşısıyla ilgili, Şu anda herhangi bir yan etki söz konusu değil. Evelallah sapasağlamım dedi. erdoğan aşı CoronaVac KirmiziOda sonyaz ArkaSokaklar SonSözüm AKdedinizKARAcıktı Akıncı ",2
587, Yeni Koronavirüs COVID 19 salgınının ülkemizde görülmesinin ardından sağlık sisteminin ne kadar önemli olduğunu gördük. bu sebepten daha fazla bekletilmeden Sağlık Bilgi Sistemleri Teknikerliği Mezunlarına ATAMA İSTİYORUZ SbstAtamaBekliyor ,1
588,"Hollanda'da korona aşısında son durum? Hangi aşıyı ne zaman olurum , aşı olmak zorunda mıyım ? Korona aşısı hakkında sık sorulan 6 soru.. Hollanda Corona Covid19 Covid19NL ",2
589,Fransa'da koronavirüs bilançosu: Son 24 saatte 21 bin 271 vaka ,2
590,"Her Aşı yaptıran foto atıp duruyor, İyi ki konu fitil değil ",1
591,Bugün akşam haberlerinde Sayın Fergün Atalay ın ası ile ilgili sorularını yanıtladım.. aracılığıyla,2
592,KKTC de COVID 19 aşısı yaptırmak isteyenlerin oranı yüzde 46 da kaldı.. Gaziantep KKTC aşı güncel haber NRDhaber ,1
593,Dinlenme vakti gelmişti on gün Karantina,2
594,"Virüsü kaynağında araştırmaya giden DSÖ ekibi, Vuhan'da karantinaya alındı Yeni tip koronavirüsün kökenlerini araştıracak Dünya Sağlık Örgütü'nün heyeti, virüsün ilk kez tespit edildiği Çin'in Vuhan kentinde.. Tamamı: Kar Koronavirüs ",2
595,COVID 19 un henüz tanımlanamayan mutasyonları nedeniyle İngiltere'ye tüm giriş ve çıkışlar kapatılıyor!,2
596,"Dün sabah aşımı oldum, tek yan etki akşama kadar süren baş ağrısı oldu. Dün geceden beri gayet iyiyim, çok şükür.. covid19 AsıHayatKurtarır CoronaVac",1
597,Biden COVID 19 Aşı Dağıtım Planı Üzerine Konuşacak.,2
598,"Dünyanın zengin ülkeleri süratle aşıya ulaşabilirken, en yoksul ülkelere hiç aşı gitmiyor. Bilim başardı ancak küresel dayanışmada insanlık sınıfta kaldı. ! BM Gensek Aşı korona",0
599,BAKAN KOCA SON DURUMU AÇIKLADI: İŞTE 15 OCAK TABLOSU pandemi koronavirüs tablo aşı ,2
600,"2019 yılında Cumhuriyet döneminin en yüksek değerde tahıl ithalatı 7,4 milyar dolar yapılmıştır. Türkiye nin tahıl ürünlerindeki ithalatçı görünümünün COVID 19 karantina sürecinde de devam ettiği görülmektedir. ",1
601,Şu ana kadar Türkiye genelinde 619.447 kişi aşılandı. CoronaVac Aşı corona COVID19.,2
602,Yine karantina yine kanıt ,2
603,Şöyle 1 düşünce çok mu ütopik? 2. dünya savaşı yıllarında küçüklere yapılan aşıların sonuçları bugün çıkan virüs ? ile 65 yaş üstünü etkiliyor olabilir mi? Bugün yapılmakta olan aşıların sonuçları ileriki yıllarda çıkacak virüs ile etkin hale gelebilir mi? aşı plandemi,0
604,Ukrayna ya Türkiye'yi tekrar yeşil listeye aldı Ukrayna covid19 seyahat ,2
605,Hekimlerimiz ve Sağlık Çalışanlarımız Covid 19 Aşısı Olmaya Devam Ediyor. Sağlık Korona Covid19 Covid19Aşısı Kahramanmaraş ÖzelMegaparkHastanesi ,2
606,Sizleri işitme testine davet ediyoruz. Randevu 02163287427 Bilgi 05327110791 maske pandemi corona covıd 19 dudakokuma isitmecihazı isitmemerkezi duymakişitmemerkezi istanbul ümraniye Starkey Widex ReSoundGN İntertonGN Audiofon ,1
607,3 GSM Operatöründen Ortak Karar: BiP ve Yaay İnternet Kotasını Etkilemeden Kullanılabilecek BiPHepimizin !! firmalar pandemi sürecinde online eğitim ihtiyacı olan çocuklara hiçbir şekilde ekstra kota imkanı tanımazken ne oldu da birden bu iki uygulama kotadan yemeyecek?,1
608,"Vaka ve ölüm sayıları kontrolden çıkan İngiltere, ülkeye giriş çıkışları kapatıyor Koronavirüsün mutasyona uğrayan türünün tespit edilmesinin ardından ölüm ve vaka sayılarını bir türlü kontrol altına alamaya.. Tamamı: Kar Koronavirüs ",1
609,KKTC de COVID 19 aşısı yaptırmak isteyenlerin oranı yüzde 46 da kaldı KKTC Covid 19 aşı coronavirus,1
610,"Covid19 un panzehiri budur, aksini iddia edene her hafta yeni güncellemeler gelecektir. covid Covid19Asısı COVID20 coronavirus ası kestanebali ",2
611,"ABD Hastalık Önleme Merkezleri'nden Dr. Jay Butler : % 50 daha bulaşıcı olduğu düşünüldüğünde, COVID 19'un yeni türü, Mart itibarıyla ABD'de görülecek enfeksiyonların en baskın kaynağı haline gelecek. İnsanları, salgının bitmediği konusunda uyarıp alarma geçirmek istiyoruz. ",0
